立委姓名,資料準備充分,質詢內容考證嚴謹,提出專業見解,熟悉質詢對象業務與權責,關注公眾利益,關注公平正義或弱勢權益,沒有為行政部門護航,不為強權財團發聲,質詢內容緊扣主題,就主題具體指出問題癥結點,就主題提出具體建議,有要求行政機關後續的改善保證,質詢時間掌握得宜,質詢內容無歧視或人身攻擊言行,質詢內容條理清楚、不矛盾,讓官員有適當的答詢空間
李昆澤,5,4,5,4,4,4,4,4,5,5,4,4,4,4,5,5
李昆澤,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,4
李昆澤,3,5,5,3,5,5,4,4,4,3,4,4,4,4,4,4
李昆澤,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李俊俋,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4
李俊俋,3,4,4,3,3,3,5,5,4,4,4,4,4,5,4,5
李俊俋,1,2,3,3,1,1,3,2,4,4,1,1,3,1,2,4
李俊俋,3,3,4,4,5,4,4,3,3,3,3,3,3,3,3,3
李俊俋,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
李俊俋,3,3,3,4,4,3,4,4,5,5,4,4,3,3,3,3
李俊俋,4,4,5,5,5,4,4,5,5,5,4,4,4,4,4,4
李俊俋,3,4,4,4,4,4,5,5,5,4,3,4,5,4,4,4
李俊俋,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4
李俊俋,2,3,4,4,4,4,4,3,5,5,3,3,3,3,3,4
李俊俋,3,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4
李俊俋,2,2,3,2,2,3,4,4,4,4,3,4,3,3,3,4
李俊俋,2,5,4,2,3,4,5,5,5,4,4,4,4,3,4,4
李俊俋,3,5,4,4,5,5,5,5,5,5,3,3,5,5,4,5
李俊俋,2,4,4,4,4,3,3,3,4,4,4,4,2,3,3,3
李俊俋,3,4,4,4,3,4,4,4,5,5,3,4,4,3,3,3
李俊俋,1,4,5,2,3,3,4,3,4,4,3,5,5,3,4,4
李俊俋,1,5,5,5,3,3,5,5,5,5,4,4,5,5,5,5
李俊俋,1,5,5,5,5,4,5,5,5,5,3,4,5,4,5,5
李俊俋,4,4,4,4,3,3,4,3,3,4,4,4,4,3,3,3
李俊俋,2,4,4,4,4,5,5,4,5,5,4,4,4,4,4,5
李俊俋,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李俊俋,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
李俊俋,2,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3
李俊俋,4,4,3,3,3,4,5,4,4,4,3,4,4,4,4,5
李俊俋,4,3,2,3,2,2,3,3,4,4,2,3,4,2,3,3
李俊俋,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4
李俊俋,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4
李俊俋,3,3,4,4,3,3,3,4,3,4,3,3,3,3,3,3
李俊俋,2,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3
李俊俋,3,4,4,3,3,4,4,4,4,4,3,3,3,3,4,4
李俊俋,3,2,5,3,5,2,4,4,5,5,3,5,2,4,4,4
李俊俋,4,3,4,4,4,3,3,4,5,4,4,4,4,3,3,3
李俊俋,4,2,4,4,4,4,4,4,3,4,3,4,4,4,3,3
李俊俋,3,5,5,3,5,5,5,5,5,5,5,5,5,4,5,5
李俊俋,4,4,5,4,4,4,5,4,5,5,5,5,5,3,4,4
李俊俋,2,3,5,3,4,3,3,3,4,5,4,4,4,3,4,4
李俊俋,3,3,2,3,2,3,3,4,4,4,2,3,4,3,3,3
李俊俋,2,4,4,4,3,3,3,3,4,4,3,3,4,3,4,4
李俊俋,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李俊俋,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李俊俋,3,5,4,4,3,3,4,5,5,4,3,3,4,4,4,5
李俊俋,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
李俊俋,2,3,4,2,3,3,3,4,3,5,3,3,3,3,4,4
李俊俋,3,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4
李俊俋,4,4,4,4,4,3,3,4,4,4,3,3,3,4,3,4
李俊俋,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,5
李俊俋,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
李俊俋,1,3,5,3,3,3,3,3,3,4,3,3,4,2,4,3
李俊俋,3,3,4,3,4,3,3,4,4,3,4,3,3,4,3,4
李俊俋,4,5,4,4,5,5,5,3,3,3,4,3,4,5,4,4
李俊俋,3,4,4,3,3,3,4,4,4,4,3,3,3,4,4,4
李俊俋,3,5,5,5,4,3,5,4,5,5,4,4,4,5,4,5
李俊俋,5,5,5,3,4,3,4,3,3,3,4,4,4,4,4,5
李俊俋,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5
李俊俋,3,3,4,3,4,4,5,4,4,4,4,4,4,4,4,4
李俊俋,3,3,2,2,3,3,4,4,3,3,3,4,3,3,4,4
李俊俋,4,3,4,4,4,4,5,4,4,4,3,3,4,4,4,3
李俊俋,4,4,4,3,3,4,4,4,4,3,3,3,4,3,4,4
李俊俋,3,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4
李俊俋,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,5
李彥秀,4,3,4,5,5,3,3,2,5,5,4,5,4,4,3,3
李彥秀,2,3,4,2,2,2,3,3,4,4,3,4,4,3,3,2
李彥秀,1,1,1,4,3,2,2,3,4,4,4,4,4,3,3,3
李彥秀,5,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4
李彥秀,2,1,4,2,2,1,1,4,4,4,3,4,2,2,3,3
李彥秀,4,3,5,5,5,3,5,4,4,3,4,4,4,3,4,4
李彥秀,4,4,5,3,4,4,3,3,5,5,4,4,3,3,3,3
李彥秀,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4
李彥秀,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4
李彥秀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李彥秀,2,3,3,4,4,3,4,4,3,4,4,3,4,3,3,4
李彥秀,4,4,4,4,3,3,4,3,4,4,4,4,4,3,3,3
李彥秀,2,2,4,2,2,2,2,3,4,4,3,3,2,2,2,2
李彥秀,4,3,4,2,4,4,4,4,5,4,4,4,3,4,3,3
李彥秀,5,5,5,5,3,3,5,5,5,4,3,5,5,5,4,4
李彥秀,3,3,3,3,2,2,3,3,4,4,3,3,3,2,3,2
李彥秀,2,4,4,5,5,5,5,4,5,3,3,4,5,3,4,3
李彥秀,5,5,4,4,5,5,4,5,4,4,4,4,4,3,4,4
李彥秀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李彥秀,3,3,2,4,4,3,2,4,4,4,4,4,4,3,4,3
李彥秀,3,4,4,4,5,3,4,4,3,4,5,5,4,3,3,3
李彥秀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李彥秀,5,3,5,3,3,3,3,3,5,5,3,3,3,3,3,3
李彥秀,2,3,2,3,2,2,3,3,4,4,2,3,3,3,3,3
李彥秀,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
李彥秀,3,4,5,3,5,4,4,4,5,5,5,4,3,4,4,4
李彥秀,1,4,4,2,5,4,5,5,4,4,5,4,3,3,3,4
李彥秀,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
李彥秀,3,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4
李彥秀,3,4,2,4,4,4,4,4,4,4,5,4,4,4,3,4
李彥秀,2,4,4,4,4,2,5,5,5,4,5,5,5,3,4,4
李彥秀,3,4,5,4,3,3,4,4,5,5,3,4,4,3,4,4
李彥秀,3,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3
李彥秀,3,4,4,3,3,4,5,4,4,4,5,5,4,4,4,4
李彥秀,3,4,4,3,3,3,2,4,3,4,3,4,4,3,3,4
李彥秀,5,5,5,4,5,4,4,4,5,4,4,4,4,4,5,5
李彥秀,2,4,2,3,3,2,3,3,4,4,3,3,3,3,3,3
李彥秀,3,4,4,4,5,4,4,5,4,4,4,5,5,4,4,4
李彥秀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李彥秀,3,4,3,3,4,3,4,4,4,4,4,4,3,3,4,4
李彥秀,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4
李彥秀,4,3,4,3,3,3,3,2,3,3,3,4,3,3,3,3
李彥秀,3,4,4,4,4,4,4,5,5,5,5,5,3,4,4,4
李彥秀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李應元,4,4,4,4,4,3,2,3,3,3,3,3,3,4,3,4
李應元,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4
李應元,3,5,5,3,5,2,4,4,5,5,2,3,4,3,5,5
李應元,3,3,4,2,2,3,3,4,3,3,3,3,3,3,3,3
李應元,2,3,3,3,3,2,2,4,4,4,2,4,3,4,4,4
李應元,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4
李應元,2,4,3,3,3,4,4,4,4,4,3,3,4,3,4,4
李應元,5,4,5,4,4,3,3,3,4,4,4,4,4,4,3,4
李應元,3,4,5,4,4,2,4,4,5,4,3,3,4,3,4,4
李應元,4,5,5,2,4,5,4,4,5,5,4,4,4,3,4,4
李應元,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4
李應元,3,3,4,4,4,4,4,3,4,3,4,3,3,4,3,4
李應元,4,4,4,2,3,3,4,4,4,5,4,4,4,3,4,4
李應元,2,3,5,5,4,2,3,4,4,4,2,2,4,4,3,4
李應元,4,3,5,5,4,5,5,5,4,5,3,5,5,4,5,5
李應元,3,2,5,3,1,1,1,2,4,5,2,3,2,2,3,4
李應元,4,4,3,3,5,4,4,4,4,3,3,4,4,4,4,4
李應元,5,4,5,4,4,5,5,3,4,2,4,4,4,3,4,4
李應元,4,4,4,3,4,4,5,4,3,4,3,3,4,4,5,5
李應元,3,3,4,2,4,2,3,3,4,4,4,3,3,2,3,3
李應元,3,3,4,3,3,3,3,4,4,4,4,3,4,3,3,5
李應元,4,5,5,5,4,4,4,5,5,5,4,4,5,5,4,5
李應元,4,4,4,2,4,3,3,4,3,4,3,3,5,3,4,4
李應元,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,3
李應元,3,4,4,2,3,4,3,3,3,3,3,4,3,3,3,4
李應元,5,5,5,4,3,3,4,4,3,4,4,3,3,3,4,4
李應元,5,4,5,5,4,3,3,4,5,4,4,4,5,4,4,5
李應元,3,5,4,4,4,3,5,5,5,3,3,2,3,3,3,5
李應元,4,4,4,3,3,3,3,4,3,3,4,4,5,3,4,5
李應元,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
李應元,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4
李應元,4,4,5,4,4,4,4,4,3,3,3,4,4,3,4,4
李應元,3,4,5,3,2,4,3,3,4,4,2,4,4,4,4,4
李應元,4,4,4,5,3,3,5,5,4,4,3,3,4,4,3,4
李應元,4,4,4,4,4,3,4,4,3,4,2,4,4,4,4,3
李應元,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
李應元,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,4
李應元,3,4,4,2,3,4,2,2,4,4,5,4,4,4,3,3
李應元,3,4,4,2,3,4,2,2,4,4,5,4,4,4,3,3
李應元,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,3
李應元,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4
李應元,5,3,5,3,2,1,1,2,3,3,3,2,3,2,4,4
李鴻鈞,1,2,4,2,2,2,3,3,3,4,3,3,3,3,2,3
李鴻鈞,3,3,2,2,3,3,3,3,2,4,2,2,4,3,3,3
李鴻鈞,5,5,5,4,3,4,4,4,5,5,5,5,5,4,4,4
李鴻鈞,3,4,5,4,5,4,4,4,5,5,3,4,5,4,4,5
李鴻鈞,3,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4
李鴻鈞,4,4,4,4,4,5,5,4,4,4,3,5,4,5,4,4
李鴻鈞,3,5,5,3,3,4,3,4,5,5,3,5,5,5,4,4
李鴻鈞,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,4
李鴻鈞,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
李鴻鈞,3,4,4,4,3,3,4,4,2,2,3,4,4,4,4,4
李鴻鈞,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
李鴻鈞,4,5,4,2,4,5,5,5,4,3,5,5,5,5,4,3
李鴻鈞,4,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3
李鴻鈞,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3
李鴻鈞,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4
李鴻鈞,4,3,3,4,4,4,3,4,3,5,3,4,2,4,4,4
李鴻鈞,4,3,4,3,4,2,2,4,4,5,4,4,4,3,2,3
李鴻鈞,4,4,4,5,4,4,5,5,4,4,4,4,5,4,4,5
李鴻鈞,4,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4
李鴻鈞,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4
李鴻鈞,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4
李鴻鈞,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
李鴻鈞,4,5,4,4,5,5,5,5,4,5,3,5,5,5,5,5
邱議瑩,3,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5
邱議瑩,3,3,3,3,3,4,4,4,3,3,3,3,4,3,3,4
邱議瑩,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
邱議瑩,3,4,3,5,4,4,4,4,3,3,4,4,4,4,4,4
邱議瑩,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,4
邱議瑩,3,4,5,3,5,4,4,4,3,3,3,3,4,5,4,4
周陳秀霞,4,3,4,2,3,2,3,3,4,4,3,3,3,3,3,3
周陳秀霞,3,5,3,2,3,4,4,4,4,4,4,4,3,2,2,3
周陳秀霞,5,3,4,5,5,5,5,4,4,3,3,4,5,3,4,4
周陳秀霞,5,3,5,3,4,3,3,2,4,4,3,4,4,4,3,3
周陳秀霞,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3
周陳秀霞,5,3,4,4,2,3,3,2,2,3,4,4,3,2,2,3
周陳秀霞,4,4,4,4,4,4,4,4,5,4,1,1,3,4,4,5
周陳秀霞,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4
周陳秀霞,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4
周陳秀霞,5,4,5,3,4,3,3,4,3,3,4,4,4,3,4,2
林岱樺,4,4,5,4,4,4,5,5,4,5,4,5,5,5,5,5
林岱樺,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林岱樺,4,4,4,2,4,5,4,4,4,4,5,5,4,5,4,5
林岱樺,2,4,3,3,3,2,4,4,4,4,3,4,4,4,4,4
林岱樺,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林岱樺,4,5,4,3,4,4,5,4,4,5,4,5,5,5,5,4
林岱樺,3,4,4,3,4,4,3,3,3,3,4,4,3,4,5,4
林岱樺,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
林岱樺,4,5,4,3,3,4,4,3,4,4,3,3,5,4,4,5
林岱樺,2,2,3,3,2,2,2,3,3,3,2,3,2,2,3,3
林岱樺,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4
林岱樺,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
林岱樺,4,5,5,5,5,5,4,2,5,4,3,4,4,4,4,5
林岱樺,3,4,3,4,4,4,3,3,3,4,4,4,3,3,4,3
林岱樺,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
林岱樺,2,3,3,3,4,4,3,3,4,4,4,4,4,3,4,4
林岱樺,3,2,3,2,5,4,4,3,5,5,4,4,3,3,2,3
林岱樺,2,3,3,2,4,3,4,4,4,2,4,4,4,4,4,4
林岱樺,4,5,4,3,2,4,4,4,3,4,4,3,3,4,4,5
林岱樺,4,5,5,4,4,3,4,3,4,4,4,4,3,4,4,4
林岱樺,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
林俊憲,2,3,2,3,3,3,3,3,5,5,3,4,3,3,4,4
林俊憲,4,3,3,4,4,3,3,2,4,4,3,4,3,3,4,4
林俊憲,4,4,5,4,5,4,4,4,5,5,4,5,4,3,3,4
林俊憲,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4
林俊憲,3,3,3,3,4,3,4,4,4,5,4,4,4,3,4,4
林俊憲,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4
林俊憲,5,4,5,4,4,2,3,4,5,3,3,3,4,2,3,4
林俊憲,3,4,4,3,4,4,4,4,3,4,4,4,3,3,4,3
林俊憲,2,4,4,2,3,4,3,3,4,4,4,4,4,3,3,4
林俊憲,4,4,5,4,4,4,4,4,4,4,3,4,4,3,3,3
林俊憲,1,2,3,3,3,3,2,2,3,3,3,3,3,2,2,2
林俊憲,2,3,3,3,4,4,3,3,4,4,3,4,2,3,3,3
林俊憲,3,3,3,3,3,3,3,4,3,3,3,4,3,3,2,3
林俊憲,3,4,3,3,5,4,4,2,4,4,4,2,4,4,3,4
林俊憲,4,4,4,5,4,5,4,4,3,4,5,4,4,5,4,5
林俊憲,5,5,5,5,5,2,4,5,5,5,3,5,4,4,4,3
林俊憲,4,5,5,3,4,3,4,4,5,5,4,5,4,4,4,4
林俊憲,5,5,4,3,5,5,5,5,5,5,4,4,5,4,5,5
林俊憲,3,5,5,5,4,5,5,5,4,4,4,5,4,4,4,4
林俊憲,3,3,2,4,3,3,3,3,3,2,3,4,3,3,3,3
林俊憲,4,3,4,4,4,3,4,3,4,4,3,4,4,3,3,3
林俊憲,4,2,4,2,2,2,2,2,3,3,3,3,3,2,2,2
林俊憲,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,4
林俊憲,4,4,4,3,4,2,3,4,4,4,3,4,4,3,3,3
林俊憲,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
林俊憲,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林俊憲,4,4,4,4,3,5,5,4,4,4,3,4,4,3,3,3
林昶佐,4,3,3,3,3,4,3,4,4,4,3,4,4,4,3,4
林昶佐,5,5,5,4,5,4,4,4,4,5,5,5,4,4,5,5
林昶佐,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
林昶佐,3,4,5,5,5,3,4,4,5,4,4,4,4,2,4,3
林昶佐,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4
林昶佐,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
林昶佐,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4
林昶佐,4,5,5,4,5,3,5,5,4,4,5,5,5,4,4,4
林昶佐,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5
林昶佐,4,4,5,3,4,4,4,4,3,4,3,3,4,3,3,4
林昶佐,4,3,4,3,3,4,4,3,3,4,4,4,4,4,5,5
林昶佐,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林昶佐,4,4,4,2,4,4,4,3,4,4,4,4,4,2,4,3
林昶佐,4,5,5,4,4,4,4,4,5,5,3,3,2,4,4,5
林昶佐,5,5,5,3,5,5,4,4,5,5,4,4,5,3,4,4
林昶佐,4,3,5,4,3,3,3,4,5,5,3,4,4,4,3,5
林昶佐,3,3,4,5,3,3,4,4,4,4,4,4,5,4,4,4
林昶佐,3,5,5,3,3,5,5,4,5,5,4,5,5,3,4,5
林昶佐,2,4,5,3,4,5,4,4,4,4,3,3,5,4,4,4
林昶佐,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
林昶佐,5,5,4,5,4,5,4,4,5,5,4,5,4,4,4,4
林昶佐,3,5,4,4,4,4,4,4,5,5,4,4,4,3,4,4
林昶佐,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
林昶佐,3,4,4,4,2,1,3,3,4,4,3,3,3,3,3,4
林昶佐,4,4,5,3,4,3,5,5,5,3,3,3,4,3,4,5
林昶佐,4,3,5,3,2,3,4,3,5,5,5,5,3,3,4,4
林昶佐,5,4,5,5,5,5,5,4,4,5,4,5,4,5,4,5
林昶佐,4,4,5,2,4,3,2,3,5,5,5,4,3,3,3,4
林昶佐,4,3,5,5,4,3,3,3,4,4,4,4,4,3,4,4
林昶佐,3,4,5,3,5,4,5,4,4,5,3,3,4,5,5,5
林昶佐,3,5,5,4,3,4,5,5,4,4,5,4,4,4,4,5
林昶佐,2,2,3,3,3,4,4,3,5,3,5,5,4,3,3,3
林昶佐,3,5,5,4,5,3,4,4,4,3,3,4,3,3,4,4
林昶佐,3,4,4,2,3,3,4,4,4,4,4,4,4,3,3,3
林昶佐,3,4,4,3,3,3,5,5,4,4,5,4,4,4,4,4
林昶佐,3,3,4,3,2,3,4,3,4,4,3,4,2,4,3,5
林昶佐,4,3,4,5,4,4,4,4,5,5,4,4,4,3,4,4
林昶佐,4,3,4,3,5,4,3,4,4,5,4,4,4,3,3,4
林昶佐,2,4,4,4,4,4,5,3,5,5,4,5,5,3,5,5
林昶佐,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
林為洲,4,4,5,4,2,4,4,3,1,1,1,2,3,4,4,3
林為洲,5,4,5,4,2,3,4,4,4,4,2,2,3,4,3,3
林為洲,5,4,4,5,2,4,4,3,4,4,2,2,4,4,4,3
林為洲,5,3,5,5,3,3,3,4,5,4,3,3,4,3,4,4
林為洲,4,3,4,4,3,3,3,2,4,3,3,3,4,3,3,3
林為洲,3,4,5,3,2,3,4,4,3,3,3,3,3,3,3,3
林為洲,3,4,3,4,3,4,3,3,3,3,3,3,2,3,3,3
林為洲,4,3,4,4,3,3,3,4,4,3,4,4,4,3,4,4
林為洲,4,4,3,3,4,4,4,4,3,4,3,4,3,3,4,4
林為洲,2,4,4,3,3,4,4,5,5,4,4,4,5,5,5,5
林為洲,3,4,3,2,2,2,3,2,4,3,3,3,3,3,3,3
林為洲,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4
林為洲,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3
林為洲,3,2,2,4,1,1,3,3,5,5,3,4,4,2,3,3
林為洲,5,4,5,3,3,4,4,4,4,4,4,4,4,3,3,3
林為洲,4,3,5,3,4,4,2,3,3,2,3,3,3,3,2,2
林為洲,5,4,5,4,3,3,3,4,5,5,4,5,4,3,3,4
林為洲,5,4,4,4,5,5,4,4,5,4,4,5,4,4,4,4
林為洲,2,3,4,4,4,3,4,4,5,5,5,5,5,4,4,4
林為洲,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4
林為洲,2,3,2,3,2,2,3,2,3,2,3,2,3,2,2,2
林為洲,3,2,4,4,3,3,3,2,3,3,3,3,3,3,2,2
林為洲,4,4,4,4,4,3,3,3,4,4,3,3,4,2,3,3
林為洲,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林為洲,3,4,3,4,3,3,3,4,3,3,3,3,4,3,3,3
林為洲,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4
林為洲,4,3,5,5,4,3,3,3,3,3,3,3,3,3,3,3
林為洲,5,4,5,3,5,4,3,4,5,5,4,5,4,4,4,3
林為洲,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
林為洲,5,5,5,4,3,4,4,4,5,4,4,4,4,3,4,3
林為洲,4,4,5,4,4,5,5,4,5,4,4,4,4,5,5,5
林為洲,3,3,3,4,3,4,3,4,3,4,3,3,4,3,3,3
林為洲,5,4,3,4,4,3,4,4,5,4,4,5,3,4,3,4
林為洲,4,3,4,4,3,4,4,4,3,4,3,5,4,5,4,4
林淑芬,3,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4
林淑芬,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4
林淑芬,2,4,3,4,4,5,5,5,5,5,5,5,5,4,4,4
林淑芬,2,2,2,3,4,2,4,3,4,3,4,4,2,2,3,3
林淑芬,1,3,4,2,2,2,3,3,3,2,2,3,3,3,4,3
林淑芬,1,1,1,1,3,3,3,4,4,4,4,4,4,2,4,4
林淑芬,2,4,4,3,4,2,2,2,4,4,3,3,4,3,4,4
林淑芬,2,5,4,2,5,5,5,3,5,5,5,5,5,5,4,5
林淑芬,4,4,4,1,4,5,5,4,5,5,4,4,4,5,4,4
林淑芬,3,3,4,2,3,3,4,4,4,4,3,4,4,4,4,4
林淑芬,2,5,5,1,5,1,5,5,5,5,3,3,5,5,5,5
林淑芬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林淑芬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
林淑芬,3,3,4,2,3,3,4,4,3,4,3,3,4,3,3,4
林淑芬,1,3,1,1,3,3,2,2,3,4,3,3,1,2,3,4
林淑芬,3,3,4,2,4,3,4,4,4,4,3,3,4,4,4,5
林淑芬,4,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3
林淑芬,2,3,3,1,4,3,2,2,4,4,3,3,3,2,4,4
林淑芬,3,4,4,2,3,3,3,2,4,4,4,4,3,3,3,3
林淑芬,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4
林淑芬,2,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4
林淑芬,2,4,3,1,4,3,4,4,5,5,3,3,5,4,4,5
林淑芬,3,2,2,4,4,3,3,4,5,3,4,4,4,2,2,4
林淑芬,3,4,4,1,5,4,5,5,5,5,4,4,4,4,5,5
林淑芬,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
林淑芬,4,4,5,1,3,5,5,5,5,5,5,5,5,5,5,5
林淑芬,3,4,3,4,5,3,4,4,4,4,3,3,5,4,4,4
林淑芬,3,5,3,3,5,4,5,5,5,5,4,4,5,3,5,5
林淑芬,3,4,3,4,4,3,5,5,4,4,4,4,4,4,5,4
林淑芬,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4
林淑芬,1,2,3,1,2,2,2,3,4,4,3,3,3,3,3,4
林淑芬,3,3,5,2,2,3,4,3,5,5,4,4,3,4,4,4
林淑芬,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4
林淑芬,3,4,4,4,3,4,4,3,3,3,4,4,3,4,4,4
林淑芬,4,3,5,4,2,4,4,4,4,4,4,4,4,3,4,4
林淑芬,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4
林淑芬,3,3,2,2,4,2,4,2,2,2,4,4,4,2,2,4
林淑芬,1,3,1,2,4,4,4,3,3,3,3,3,3,4,4,5
林淑芬,2,1,2,3,3,3,4,4,3,3,4,4,4,3,3,5
林淑芬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
周春米,2,2,3,1,4,2,1,2,5,5,4,5,3,2,2,3
周春米,4,4,5,5,4,4,5,5,5,5,4,4,5,4,5,5
周春米,5,4,5,5,2,2,2,3,4,4,3,3,2,3,3,2
周春米,5,4,5,5,1,2,2,3,4,4,2,3,4,3,3,3
周春米,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4
周春米,2,3,2,3,3,3,4,3,4,4,4,4,4,3,3,3
周春米,2,3,2,2,4,4,4,4,4,4,3,3,3,4,4,5
周春米,4,4,3,2,2,3,5,5,5,5,5,5,5,4,3,5
周春米,4,3,4,3,3,4,5,3,4,4,4,4,3,4,4,4
周春米,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
周春米,4,4,4,5,4,3,4,5,5,5,5,5,5,4,5,5
周春米,4,4,5,3,1,1,2,4,5,5,5,4,4,4,4,4
