立委姓名,資料準備充分,質詢內容考證嚴謹,提出專業見解,熟悉質詢對象業務與權責,關注公眾利益,關注公平正義或弱勢權益,沒有為行政部門護航,不為強權財團發聲,質詢內容緊扣主題,就主題具體指出問題癥結點,就主題提出具體建議,有要求行政機關後續的改善保證,質詢時間掌握得宜,質詢內容無歧視或人身攻擊言行,質詢內容條理清楚、不矛盾,讓官員有適當的答詢空間
陳明文,3,3,3,5,3,4,3,3,4,3,3,3,5,3,3,5
陳明文,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
陳明文,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳明文,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,3
陳明文,4,4,5,3,4,4,3,4,4,3,4,3,4,4,3,4
陳明文,2,3,4,4,3,2,2,2,4,4,3,3,3,2,2,2
陳明文,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳明文,2,4,4,3,3,3,4,4,4,5,3,3,3,2,3,4
陳明文,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3
陳明文,3,5,5,2,3,4,5,5,5,5,5,5,5,5,5,5
陳明文,4,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3
陳其邁,3,5,4,3,5,5,4,4,4,4,3,5,5,5,5,5
陳其邁,4,3,3,4,3,3,3,4,3,3,3,3,4,4,3,3
陳其邁,2,3,4,3,4,4,3,2,4,4,3,3,4,2,3,3
陳其邁,5,4,4,4,3,4,3,4,3,4,3,3,3,4,3,4
陳其邁,3,3,4,3,3,3,4,4,4,4,3,4,3,4,4,4
陳其邁,2,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3
陳其邁,3,3,4,3,3,3,3,3,4,4,2,2,4,3,3,3
陳其邁,2,4,4,4,5,4,5,5,4,4,5,4,5,4,4,5
陳其邁,4,5,5,3,5,4,5,5,4,5,4,4,5,3,4,4
陳其邁,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,4
陳其邁,3,1,3,3,1,1,1,1,3,1,2,2,2,1,2,2
陳其邁,2,4,3,3,3,4,4,4,4,4,4,4,4,4,5,4
陳其邁,3,3,3,4,3,2,3,3,4,2,3,3,3,2,2,3
陳其邁,3,4,4,1,4,2,3,3,4,4,3,3,4,3,3,3
陳其邁,3,4,5,3,3,4,4,3,4,4,4,3,4,4,3,4
陳其邁,2,3,3,3,3,4,5,4,4,4,3,4,3,3,3,5
陳其邁,3,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5
陳其邁,3,3,3,2,4,4,3,1,3,5,3,3,4,3,3,3
陳其邁,2,3,4,3,4,4,3,4,5,4,3,4,4,3,4,4
陳其邁,4,3,4,2,3,1,1,1,4,4,3,3,3,3,3,3
陳其邁,3,3,2,1,2,1,1,1,5,5,3,2,2,3,3,3
陳其邁,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4
陳其邁,2,2,2,2,2,1,1,1,3,3,2,2,1,2,2,2
陳其邁,2,3,4,3,3,2,2,3,3,3,3,3,3,2,3,3
陳其邁,3,2,2,1,2,1,1,1,2,2,2,2,1,2,2,3
陳其邁,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳其邁,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳其邁,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳其邁,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3
陳其邁,3,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5
陳其邁,2,4,2,3,4,3,4,3,4,4,4,4,4,3,4,3
陳其邁,2,3,3,2,4,3,3,4,5,5,5,4,2,2,4,3
陳其邁,2,3,3,1,4,4,4,4,4,4,3,3,3,4,3,3
陳其邁,3,4,4,3,3,2,4,4,4,4,3,4,4,4,4,4
陳其邁,2,4,4,3,4,4,4,4,4,4,4,4,4,2,4,3
陳其邁,2,4,3,2,3,4,4,4,4,5,4,3,3,3,4,4
陳其邁,3,3,3,3,4,5,3,3,4,4,3,4,3,3,4,4
陳其邁,2,2,2,4,3,4,3,3,4,4,3,3,2,2,3,3
陳其邁,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4
陳其邁,4,3,4,3,3,3,3,3,4,4,3,3,4,4,3,3
陳其邁,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5
陳其邁,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳其邁,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳其邁,2,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3
陳其邁,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4
陳其邁,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳其邁,3,5,5,5,5,5,5,5,5,5,2,2,5,3,4,5
陳其邁,4,3,3,4,4,4,3,3,4,4,5,4,4,3,3,4
陳其邁,2,4,4,2,4,4,4,5,2,5,2,2,3,4,5,4
陳其邁,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳其邁,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
陳其邁,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4
陳其邁,4,5,4,3,4,3,4,3,4,3,4,4,4,4,4,4
陳其邁,4,4,3,3,4,3,4,4,3,3,4,3,3,4,4,4
陳其邁,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3
陳其邁,5,5,5,4,4,3,4,4,2,3,3,3,3,3,3,3
陳其邁,5,5,5,4,4,3,3,4,5,5,4,4,5,4,4,5
陳其邁,3,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3
陳其邁,4,4,5,2,3,4,5,5,5,5,5,5,5,5,5,5
陳其邁,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5
陳其邁,1,2,4,1,3,2,3,1,3,5,2,3,5,4,2,4
陳其邁,5,4,5,3,4,3,4,4,4,4,3,4,3,4,4,4
陳其邁,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4
陳其邁,3,3,4,4,3,3,3,3,4,4,3,3,4,3,3,3
陳其邁,5,5,3,3,5,4,5,5,5,5,3,3,4,4,4,5
陳其邁,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4
陳其邁,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳其邁,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4
陳其邁,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4
陳其邁,4,4,3,4,3,4,4,4,3,4,4,3,4,3,4,4
陳其邁,3,4,3,4,4,3,4,4,4,5,5,5,5,4,4,4
陳其邁,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4
陳其邁,4,4,5,3,5,5,5,5,5,4,5,5,5,4,5,5
陳素月,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,4
陳素月,3,2,3,4,3,3,3,4,3,2,3,4,3,4,3,2
陳素月,5,4,5,5,4,4,4,5,4,4,4,4,3,4,4,4
陳素月,4,4,4,3,4,3,3,4,5,5,4,4,4,3,4,4
陳素月,4,4,4,3,4,3,3,3,4,4,4,4,3,4,3,4
陳素月,4,5,4,3,5,5,5,5,5,4,5,5,5,4,5,4
陳素月,3,3,3,4,3,4,3,4,3,3,4,3,3,3,4,3
陳素月,5,4,5,4,4,5,4,4,5,4,4,5,5,5,4,4
陳素月,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
陳素月,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,5
陳素月,4,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4
陳素月,5,3,5,5,2,5,2,2,5,3,2,2,3,1,3,5
陳素月,3,4,5,4,4,5,4,4,4,5,4,4,4,5,4,4
陳素月,5,4,5,4,4,5,4,4,4,5,4,4,4,5,4,4
陳素月,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,3
陳素月,4,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3
陳素月,4,4,5,3,5,4,4,5,5,5,4,5,4,4,4,5
陳素月,4,4,5,3,3,4,4,4,3,3,4,5,4,4,4,4
陳素月,4,2,5,4,4,3,4,4,5,4,4,5,5,3,4,3
陳素月,5,3,5,5,5,4,4,3,5,5,4,4,4,3,3,4
陳素月,5,4,5,3,3,3,4,4,4,4,5,5,5,4,4,4
陳素月,5,3,5,4,4,3,3,3,5,5,3,4,5,3,3,3
陳素月,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4
陳素月,2,2,3,3,3,2,3,2,4,4,3,3,3,2,2,3
陳素月,4,4,4,3,2,3,3,3,2,4,3,4,4,3,2,2
陳素月,4,4,5,4,4,4,4,4,5,2,4,5,4,4,4,4
陳素月,5,3,5,4,4,4,4,4,3,5,4,4,2,2,4,3
陳素月,5,3,5,4,4,4,4,4,3,5,4,4,2,2,4,3
陳素月,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳曼麗,3,4,4,4,3,3,3,4,4,4,3,4,3,4,3,3
陳曼麗,2,4,4,4,4,3,3,4,4,4,3,3,3,3,3,2
陳曼麗,2,3,4,4,4,3,3,3,4,3,4,4,3,3,3,3
陳曼麗,1,3,4,2,4,2,3,4,4,4,4,4,3,2,4,4
陳曼麗,3,4,4,3,5,4,4,4,5,4,5,5,4,4,5,5
陳曼麗,1,4,1,3,3,3,4,2,4,4,4,4,3,3,4,2
陳曼麗,1,3,5,4,4,1,2,4,4,4,3,3,3,1,2,3
陳曼麗,1,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5
陳曼麗,1,3,4,1,2,3,3,3,5,5,5,5,4,3,3,3
陳曼麗,1,2,3,3,3,2,3,2,3,3,3,3,2,3,3,3
陳曼麗,3,3,4,4,4,4,4,4,5,4,5,5,4,3,3,3
陳曼麗,1,3,4,1,2,1,1,3,4,4,4,4,4,2,3,4
陳曼麗,2,2,4,3,4,4,3,3,5,4,3,2,2,2,3,2
陳曼麗,2,3,3,4,4,3,4,4,4,4,4,4,4,3,4,3
陳曼麗,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3
陳曼麗,4,5,3,5,3,4,4,3,5,3,4,4,5,3,4,5
陳曼麗,2,4,4,4,2,3,4,4,4,4,4,4,4,3,4,4
陳曼麗,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4
陳曼麗,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4
陳曼麗,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳曼麗,4,4,3,5,3,3,3,3,3,4,4,3,3,3,3,3
陳曼麗,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
陳曼麗,1,3,4,5,2,2,3,4,4,4,4,4,3,3,3,3
陳曼麗,4,3,4,3,3,4,4,4,3,4,4,3,4,3,3,3
陳曼麗,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
陳曼麗,3,3,3,3,4,3,4,3,3,3,3,4,3,4,4,4
陳曼麗,2,4,5,4,4,4,3,3,5,5,4,4,4,4,4,4
陳曼麗,3,3,5,4,4,3,3,4,5,5,4,4,4,3,3,3
陳曼麗,4,4,5,3,3,3,3,4,5,5,3,3,3,3,4,4
陳曼麗,4,4,4,3,4,5,5,4,3,3,5,5,4,4,4,4
陳曼麗,4,3,3,3,4,4,4,4,4,4,3,3,4,3,3,4
陳曼麗,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳曼麗,3,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4
陳曼麗,1,1,3,3,5,3,4,4,5,5,5,4,3,2,2,3
陳曼麗,3,5,5,5,5,5,4,4,5,4,4,3,2,4,3,4
陳曼麗,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4
陳曼麗,3,4,4,4,3,3,3,3,4,4,4,5,3,4,4,5
陳曼麗,4,3,5,4,3,4,3,3,5,5,4,3,4,4,3,3
陳曼麗,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
陳曼麗,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3
陳曼麗,4,3,4,3,3,4,3,4,4,4,3,4,4,3,4,3
陳曼麗,3,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4
陳曼麗,4,5,5,1,5,4,5,4,5,5,5,5,4,4,4,5
陳曼麗,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳雪生,3,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2
陳雪生,5,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3
陳雪生,4,4,3,4,3,5,4,4,4,4,5,5,4,5,5,5
陳雪生,5,5,3,4,5,5,5,4,2,4,4,5,5,4,4,4
陳雪生,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3
陳雪生,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
陳雪生,3,4,3,3,3,4,4,4,4,4,4,5,4,3,4,4
陳雪生,4,3,4,3,3,3,3,4,3,3,3,3,4,3,4,4
陳雪生,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳雪生,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳雪生,4,3,4,2,3,4,4,4,4,3,3,4,4,3,3,4
陳雪生,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳雪生,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3
陳雪生,4,4,5,3,4,3,4,4,5,5,4,4,4,3,4,4
陳雪生,4,3,4,3,4,4,4,4,3,4,3,4,3,4,4,4
陳雪生,3,2,3,3,3,2,2,2,3,3,3,3,3,2,2,3
陳雪生,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,4
陳雪生,3,4,3,3,3,2,4,4,2,2,3,4,4,3,4,3
陳雪生,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳雪生,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
陳超明,3,3,5,4,5,4,4,5,4,4,4,4,4,3,4,3
陳超明,1,1,3,3,1,1,1,2,3,3,1,2,2,1,1,1
陳超明,4,4,3,4,3,4,4,4,3,3,3,3,4,4,3,3
陳超明,2,3,3,3,2,2,3,4,4,4,4,4,4,4,3,3
陳超明,5,4,4,3,4,3,4,5,4,4,4,5,4,4,4,4
陳超明,4,5,5,4,4,3,3,3,4,4,3,3,4,3,3,3
陳超明,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳超明,3,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4
陳超明,3,2,4,4,4,4,2,2,4,4,4,4,3,4,3,2
陳超明,3,4,4,3,4,5,5,5,3,3,3,5,5,5,5,5
陳超明,4,4,3,3,4,4,4,3,4,4,3,4,3,4,3,3
陳超明,3,3,3,3,3,3,1,1,3,2,3,3,3,1,2,2
陳超明,2,2,4,3,2,2,2,2,4,4,3,2,2,1,2,3
陳超明,3,4,5,1,3,2,3,4,3,3,3,3,4,3,4,4
陳超明,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳超明,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,2
陳超明,3,4,5,4,4,3,4,4,4,4,3,4,4,4,4,4
陳超明,3,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4
陳超明,3,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3
陳超明,4,4,4,3,5,4,5,4,5,5,4,5,4,4,4,4
陳超明,3,3,3,3,4,4,4,3,5,5,5,5,5,5,4,4
陳超明,2,4,4,5,4,3,3,3,5,4,4,4,4,3,3,3
陳超明,4,5,5,4,4,4,4,5,5,5,4,4,5,4,4,5
陳超明,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳超明,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4
陳超明,2,3,4,3,3,2,1,3,4,4,4,4,3,2,1,3
陳超明,5,3,5,5,4,4,4,4,5,5,4,4,4,4,3,3
陳超明,4,4,4,2,4,4,3,5,5,5,4,4,5,4,4,4
陳超明,2,3,3,2,3,3,3,2,3,3,3,3,3,3,4,4
陳超明,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2
陳超明,4,3,4,2,4,3,4,4,3,4,3,3,4,3,4,5
陳超明,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳超明,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
陳超明,3,3,3,4,3,3,2,4,4,4,3,3,3,2,2,2
陳超明,5,4,5,5,4,4,5,5,4,4,4,4,5,5,5,5
陳超明,3,4,2,4,4,2,3,3,2,4,3,3,4,3,2,3
陳超明,3,2,3,4,2,3,3,3,3,4,2,2,3,2,3,2
陳歐珀,5,5,5,4,5,4,4,4,4,4,3,3,3,3,4,4
陳歐珀,3,3,4,3,3,3,4,2,3,4,3,4,3,2,3,2
陳歐珀,4,3,4,4,5,3,4,4,3,3,4,5,5,3,3,4
陳歐珀,4,5,5,4,3,4,4,5,4,4,3,4,4,5,4,4
陳歐珀,5,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5
陳歐珀,5,5,5,4,5,5,5,5,4,4,5,5,5,5,4,4
陳歐珀,3,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5
陳歐珀,4,4,5,4,3,5,3,4,4,4,4,4,5,4,4,4
陳歐珀,4,4,4,2,4,4,4,4,2,2,4,5,4,2,2,5
陳歐珀,4,3,4,3,4,4,3,4,4,4,3,4,3,4,3,3
陳歐珀,4,4,4,4,4,5,5,4,4,4,4,5,5,5,4,5
陳歐珀,2,3,3,2,2,4,2,3,4,4,4,4,5,3,4,3
陳歐珀,4,5,4,1,3,4,4,5,4,4,3,3,4,4,4,5
陳歐珀,4,5,4,4,4,4,4,4,3,4,3,4,5,4,4,4
陳歐珀,4,3,4,4,2,3,3,3,3,3,2,3,2,3,3,3
陳歐珀,4,4,5,4,3,4,5,4,5,5,4,4,4,3,4,4
陳歐珀,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
陳歐珀,4,4,5,3,4,5,4,4,5,4,5,4,4,4,3,3
陳歐珀,4,4,3,4,4,4,3,4,4,5,4,3,5,4,4,4
陳歐珀,4,4,5,4,5,3,5,5,5,5,4,5,4,4,3,5
陳歐珀,5,4,5,3,5,5,4,3,5,5,5,5,4,5,5,5
陳歐珀,3,4,4,2,4,3,4,5,3,3,4,4,4,3,4,4
陳歐珀,5,4,5,4,2,3,2,2,4,4,5,5,4,3,4,4
陳歐珀,4,3,4,2,4,3,3,3,4,3,3,3,3,3,3,3
陳歐珀,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4
陳歐珀,4,3,4,3,3,3,2,2,3,4,2,3,2,3,3,4
陳歐珀,3,3,4,2,3,2,3,3,4,4,3,3,3,2,2,3
陳歐珀,4,4,5,3,4,3,4,4,4,5,4,4,4,3,3,4
陳歐珀,5,4,4,3,4,4,4,3,3,3,5,4,2,3,3,4
陳歐珀,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳瑩,2,4,4,2,2,3,4,4,4,4,4,2,3,3,4,4
陳瑩,4,4,3,4,4,3,3,4,4,4,4,4,4,3,3,3
陳瑩,4,4,5,2,4,2,3,2,4,4,4,3,4,2,4,5
陳瑩,3,3,5,3,3,4,5,4,4,4,4,5,4,4,4,5
陳瑩,1,1,1,3,4,4,4,3,4,4,4,4,4,4,4,4
陳瑩,5,4,4,3,2,3,4,4,4,4,3,4,4,3,3,3
陳瑩,4,4,4,3,4,3,2,2,5,5,3,3,3,2,3,3
陳瑩,4,5,5,4,5,4,5,5,4,3,4,5,4,3,5,4
陳瑩,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4
陳瑩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳瑩,4,4,4,4,3,2,3,4,3,3,3,3,4,3,4,4
陳瑩,2,2,4,3,2,2,2,2,3,2,1,1,3,2,2,3
陳瑩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳瑩,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
陳瑩,4,4,5,4,4,3,4,5,5,4,3,5,4,2,5,4
陳瑩,5,4,5,3,2,2,2,4,5,5,5,5,4,5,4,4
陳瑩,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
陳瑩,5,4,5,3,4,4,3,4,4,4,4,4,4,3,4,4
陳瑩,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
陳瑩,2,3,4,3,4,2,2,3,4,4,3,2,2,2,3,2
陳瑩,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
陳瑩,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳瑩,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4
陳瑩,4,4,5,4,3,3,4,4,5,5,4,4,3,3,4,3
陳瑩,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
陳瑩,3,3,1,3,3,2,2,2,3,3,3,4,3,4,3,4
陳瑩,2,3,3,2,4,4,3,2,4,3,4,4,4,3,3,3
陳瑩,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳瑩,2,4,4,3,3,3,5,5,5,5,4,4,4,3,5,5
陳瑩,3,4,5,4,4,3,4,4,4,3,4,5,5,4,4,5
陳瑩,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3
陳瑩,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5
陳瑩,3,4,4,4,3,3,4,3,5,5,4,4,4,4,4,4
陳瑩,3,3,4,3,4,3,3,3,4,4,3,4,3,3,3,4
陳瑩,3,2,2,3,4,3,3,4,4,4,4,4,3,3,3,3
陳瑩,5,4,5,2,3,3,3,3,5,5,4,4,4,4,3,4
陳瑩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳瑩,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
陳學聖,4,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4
陳學聖,5,4,5,3,4,4,4,3,5,5,5,5,5,4,3,3
陳學聖,5,4,5,3,4,4,4,3,5,5,5,5,5,4,3,3
陳學聖,5,3,5,3,4,3,4,3,5,5,4,4,5,3,4,3
陳學聖,4,4,5,4,4,3,4,3,5,5,4,4,5,3,4,3
陳學聖,3,4,3,3,4,4,4,3,3,3,4,4,4,2,3,3
陳學聖,5,5,5,5,5,4,4,5,5,5,4,4,5,3,5,4
陳學聖,4,5,4,5,5,4,3,4,5,4,4,5,5,4,5,5
陳學聖,4,5,5,4,4,5,5,5,4,5,5,5,4,5,5,5
陳學聖,3,4,3,3,2,3,3,4,5,4,1,1,4,4,3,4
陳學聖,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4
陳學聖,4,3,4,3,4,3,3,3,3,4,4,2,4,3,3,4
陳學聖,5,4,5,5,3,4,4,4,5,5,4,4,4,3,4,4
陳學聖,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4
陳學聖,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4
陳學聖,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4
陳學聖,5,4,4,4,3,3,3,4,5,5,5,5,4,4,3,3
陳學聖,5,4,5,3,5,4,3,3,5,5,4,4,4,4,3,4
陳學聖,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳學聖,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
陳學聖,3,4,4,3,4,4,3,3,4,4,2,2,4,4,5,3
陳學聖,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4
馬文君,3,3,3,2,2,2,2,3,4,3,3,4,2,2,2,3
馬文君,3,4,4,3,4,3,4,4,4,4,3,4,4,4,5,3
馬文君,2,3,3,3,4,3,3,3,4,4,4,3,3,3,3,3
馬文君,3,2,3,1,4,1,2,3,3,3,3,4,3,3,3,2
馬文君,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3
馬文君,4,5,5,3,4,3,4,4,4,4,3,3,4,4,4,5
馬文君,2,2,2,2,2,4,3,2,4,4,3,3,3,3,2,2
馬文君,3,4,4,3,4,5,5,5,4,4,3,3,4,4,4,4
馬文君,3,3,3,5,3,3,3,4,3,4,4,4,3,4,4,4
馬文君,2,2,3,3,3,3,4,3,3,3,4,3,3,4,3,3
馬文君,5,4,5,4,4,4,4,4,5,5,4,4,4,5,4,5
馬文君,3,5,5,4,5,4,5,4,3,4,3,4,3,5,5,4
馬文君,5,5,5,4,3,4,4,4,5,5,4,4,4,3,4,3
馬文君,4,4,4,4,5,5,5,4,4,4,5,4,4,4,5,5
馬文君,4,4,4,3,4,3,3,3,4,4,4,4,3,4,4,4
馬文君,3,4,4,3,4,3,3,4,4,4,4,4,3,3,4,3
馬文君,3,4,4,4,3,3,4,3,4,4,3,3,4,4,4,3
馬文君,3,3,4,3,3,3,4,4,4,4,3,5,4,4,3,3
馬文君,5,3,5,3,4,2,3,2,5,5,4,5,3,2,3,3
高志鵬,4,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3
高志鵬,3,3,3,3,3,3,3,2,3,3,4,4,3,3,2,3
高志鵬,4,3,5,2,4,5,3,4,5,5,5,4,4,4,4,4
高志鵬,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4
高志鵬,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4
高志鵬,4,4,4,4,4,4,3,4,3,4,5,4,4,5,4,4
高志鵬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
高志鵬,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
高志鵬,4,4,4,4,3,4,3,4,3,3,3,3,4,3,3,4
高志鵬,3,4,4,5,3,4,4,4,4,3,3,5,5,4,3,4
高志鵬,5,4,5,4,4,5,4,3,4,4,4,3,4,5,5,3
高志鵬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
高志鵬,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4
高志鵬,3,3,3,2,4,3,4,4,3,3,4,4,3,3,4,4
高志鵬,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
高志鵬,4,4,5,4,4,4,5,5,5,5,5,5,5,4,4,5
高志鵬,2,3,3,3,3,4,3,2,3,4,2,2,3,4,3,4
高志鵬,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3
高志鵬,4,3,4,3,4,4,4,3,4,4,3,4,3,3,3,4
高志鵬,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
高志鵬,3,1,3,2,3,2,2,3,3,3,3,3,3,3,3,4
高志鵬,3,3,4,3,4,3,4,3,4,3,3,3,4,3,3,4
高志鵬,4,4,4,4,3,3,2,4,3,3,3,4,3,4,4,3
高志鵬,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4
高志鵬,4,4,4,3,4,4,3,4,4,4,4,3,3,3,4,5
高志鵬,3,3,4,3,3,3,4,3,4,4,4,4,4,4,3,3
高志鵬,4,3,4,3,3,3,3,3,4,4,4,4,4,4,3,4
高志鵬,4,4,5,3,4,5,4,5,4,4,4,4,4,5,4,4
高志鵬,4,3,4,4,4,3,3,4,3,3,4,3,4,2,4,3
高金素梅,1,3,3,3,4,2,2,5,4,4,5,4,4,3,5,4
高金素梅,5,4,5,5,4,3,4,3,5,5,4,4,5,3,4,4
高金素梅,5,4,5,5,4,3,3,3,5,5,4,4,5,4,4,4
高金素梅,3,3,4,4,4,3,3,4,5,4,5,5,4,3,4,3
高金素梅,5,4,5,4,5,4,4,3,4,4,5,3,4,5,4,5
高金素梅,3,5,4,4,4,5,5,5,4,5,5,5,5,5,4,5
高金素梅,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5
高金素梅,5,4,3,2,2,1,2,3,4,4,5,4,3,2,2,4
高金素梅,3,4,4,4,5,5,5,5,5,3,5,5,4,5,5,5
高金素梅,3,4,2,3,4,3,4,4,3,3,5,5,3,3,4,3
高金素梅,4,4,2,4,2,4,4,3,4,4,4,3,4,3,3,3
